LinearShuntCompensator cap2 n611 C _B2D1F8E7-90DF-4773-8703-549946B9DEC9 _4133D734-968F-462B-9433-F3F3C2C20130
LinearShuntCompensator cap1 n675 A _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 B _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 C _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
PowerTransformer RatioTapChanger Reg 2 rg60 A _6D2E888E-3BEA-4AEA-B3AC-A91D4CAC55A6 _CDC5C099-5058-42AD-981F-57DD5F5D2655
PowerElectronicsConnection BatteryUnit DER_633_b_36 DER_633_b_36 tlx_633_b_h_36 s2 _5C3DE7D9-452D-4796-A2B5-77CF799327FF _1A4C88CC-E059-43AF-BBCC-4A5EFD56C23E
PowerElectronicsConnection BatteryUnit DER_633_b_37 DER_633_b_37 tlx_633_b_h_37 SoC _792930F4-7827-4CFC-BC44-0A12C38BACD4 _4EFF8770-41ED-4E58-BE2A-49D645FF3FCF
PowerElectronicsConnection BatteryUnit DER_633_b_37 DER_633_b_37 tlx_633_b_h_37 s1 _792930F4-7827-4CFC-BC44-0A12C38BACD4 _4EFF8770-41ED-4E58-BE2A-49D645FF3FCF
PowerElectronicsConnection BatteryUnit DER_633_b_37 DER_633_b_37 tlx_633_b_h_37 s2 _792930F4-7827-4CFC-BC44-0A12C38BACD4 _4EFF8770-41ED-4E58-BE2A-49D645FF3FCF
PowerElectronicsConnection BatteryUnit DER_633_b_38 DER_633_b_38 tlx_633_b_h_38 SoC _BE79FD33-F56E-4108-B5A4-3E9AA62168FE _AB790898-E246-4442-BA62-DC6A594B945E
PowerElectronicsConnection BatteryUnit DER_633_b_38 DER_633_b_38 tlx_633_b_h_38 s1 _BE79FD33-F56E-4108-B5A4-3E9AA62168FE _AB790898-E246-4442-BA62-DC6A594B945E
PowerElectronicsConnection BatteryUnit DER_633_b_38 DER_633_b_38 tlx_633_b_h_38 s2 _BE79FD33-F56E-4108-B5A4-3E9AA62168FE _AB790898-E246-4442-BA62-DC6A594B945E
PowerElectronicsConnection BatteryUnit DER_633_b_39 DER_633_b_39 tlx_633_b_h_39 SoC _17485046-B038-4C49-A0DB-0462B6FD914C _DB275896-2203-4135-817C-AC7E3B90C86D
PowerElectronicsConnection BatteryUnit DER_633_b_39 DER_633_b_39 tlx_633_b_h_39 s1 _17485046-B038-4C49-A0DB-0462B6FD914C _DB275896-2203-4135-817C-AC7E3B90C86D
PowerElectronicsConnection BatteryUnit DER_633_b_39 DER_633_b_39 tlx_633_b_h_39 s2 _17485046-B038-4C49-A0DB-0462B6FD914C _DB275896-2203-4135-817C-AC7E3B90C86D
PowerElectronicsConnection BatteryUnit DER_633_b_4 DER_633_b_4 tlx_633_b_h_4 SoC _A762508D-71CC-45CA-9D35-293C11BA429A _685C2905-D562-43B0-8C3A-875AF906D868
PowerElectronicsConnection BatteryUnit DER_633_b_4 DER_633_b_4 tlx_633_b_h_4 s1 _A762508D-71CC-45CA-9D35-293C11BA429A _685C2905-D562-43B0-8C3A-875AF906D868
PowerElectronicsConnection BatteryUnit DER_633_b_4 DER_633_b_4 tlx_633_b_h_4 s2 _A762508D-71CC-45CA-9D35-293C11BA429A _685C2905-D562-43B0-8C3A-875AF906D868
PowerElectronicsConnection BatteryUnit DER_633_b_40 DER_633_b_40 tlx_633_b_h_40 SoC _F3123980-3154-47B3-AE0D-705C68FE1F97 _00177A43-C864-4DF7-8B52-0BB884C7303F
PowerElectronicsConnection BatteryUnit DER_633_b_40 DER_633_b_40 tlx_633_b_h_40 s1 _F3123980-3154-47B3-AE0D-705C68FE1F97 _00177A43-C864-4DF7-8B52-0BB884C7303F
PowerElectronicsConnection BatteryUnit DER_633_b_40 DER_633_b_40 tlx_633_b_h_40 s2 _F3123980-3154-47B3-AE0D-705C68FE1F97 _00177A43-C864-4DF7-8B52-0BB884C7303F
PowerElectronicsConnection BatteryUnit DER_633_b_5 DER_633_b_5 tlx_633_b_h_5 SoC _EE6AC60B-8DA7-4B53-8266-BD731B8BD0E1 _2B77B71A-A040-4022-9961-324C1A913207
PowerElectronicsConnection BatteryUnit DER_633_b_5 DER_633_b_5 tlx_633_b_h_5 s1 _EE6AC60B-8DA7-4B53-8266-BD731B8BD0E1 _2B77B71A-A040-4022-9961-324C1A913207
PowerElectronicsConnection BatteryUnit DER_633_b_5 DER_633_b_5 tlx_633_b_h_5 s2 _EE6AC60B-8DA7-4B53-8266-BD731B8BD0E1 _2B77B71A-A040-4022-9961-324C1A913207
PowerElectronicsConnection BatteryUnit DER_633_b_6 DER_633_b_6 tlx_633_b_h_6 SoC _12DA023F-0DEC-4006-845E-13955C49C392 _9FBCA595-DE4F-4768-A375-B569996E19C9
PowerElectronicsConnection BatteryUnit DER_633_b_6 DER_633_b_6 tlx_633_b_h_6 s1 _12DA023F-0DEC-4006-845E-13955C49C392 _9FBCA595-DE4F-4768-A375-B569996E19C9
PowerElectronicsConnection BatteryUnit DER_633_b_6 DER_633_b_6 tlx_633_b_h_6 s2 _12DA023F-0DEC-4006-845E-13955C49C392 _9FBCA595-DE4F-4768-A375-B569996E19C9
PowerElectronicsConnection BatteryUnit DER_633_b_7 DER_633_b_7 tlx_633_b_h_7 SoC _4344C271-DB61-4682-AA20-766B59F58D65 _09BA435E-6F95-4FE2-A55F-81FB4218FA52
PowerElectronicsConnection BatteryUnit DER_633_b_7 DER_633_b_7 tlx_633_b_h_7 s1 _4344C271-DB61-4682-AA20-766B59F58D65 _09BA435E-6F95-4FE2-A55F-81FB4218FA52
PowerElectronicsConnection BatteryUnit DER_633_b_7 DER_633_b_7 tlx_633_b_h_7 s2 _4344C271-DB61-4682-AA20-766B59F58D65 _09BA435E-6F95-4FE2-A55F-81FB4218FA52
PowerElectronicsConnection BatteryUnit DER_633_b_8 DER_633_b_8 tlx_633_b_h_8 SoC _8502C845-A9B1-4C54-94DE-E0E394EF3C17 _C7909C99-4FE0-45B7-9CC2-D6051A9E03D5
PowerElectronicsConnection BatteryUnit DER_633_b_8 DER_633_b_8 tlx_633_b_h_8 s1 _8502C845-A9B1-4C54-94DE-E0E394EF3C17 _C7909C99-4FE0-45B7-9CC2-D6051A9E03D5
PowerElectronicsConnection BatteryUnit DER_633_b_8 DER_633_b_8 tlx_633_b_h_8 s2 _8502C845-A9B1-4C54-94DE-E0E394EF3C17 _C7909C99-4FE0-45B7-9CC2-D6051A9E03D5
PowerElectronicsConnection BatteryUnit DER_633_b_9 DER_633_b_9 tlx_633_b_h_9 SoC _CF3EE32D-61C8-4A36-BBBF-FEDD8F0F1D7A _5B36EED0-0059-457F-B7D8-44F90934D326
PowerElectronicsConnection BatteryUnit DER_633_b_9 DER_633_b_9 tlx_633_b_h_9 s1 _CF3EE32D-61C8-4A36-BBBF-FEDD8F0F1D7A _5B36EED0-0059-457F-B7D8-44F90934D326
PowerElectronicsConnection BatteryUnit DER_633_b_9 DER_633_b_9 tlx_633_b_h_9 s2 _CF3EE32D-61C8-4A36-BBBF-FEDD8F0F1D7A _5B36EED0-0059-457F-B7D8-44F90934D326
PowerElectronicsConnection BatteryUnit DER_633_c_1 DER_633_c_1 tlx_633_c_h_1 SoC _32F27D47-949D-4924-9D24-0CD0B2ED7C67 _4F4111E0-D944-428A-A9B9-81EB8C248ABF
PowerElectronicsConnection BatteryUnit DER_633_c_1 DER_633_c_1 tlx_633_c_h_1 s1 _32F27D47-949D-4924-9D24-0CD0B2ED7C67 _4F4111E0-D944-428A-A9B9-81EB8C248ABF
PowerElectronicsConnection BatteryUnit DER_633_c_1 DER_633_c_1 tlx_633_c_h_1 s2 _32F27D47-949D-4924-9D24-0CD0B2ED7C67 _4F4111E0-D944-428A-A9B9-81EB8C248ABF
PowerElectronicsConnection BatteryUnit DER_633_c_10 DER_633_c_10 tlx_633_c_h_10 SoC _513DE373-C36D-4D82-B2AC-A8456B0536EE _A6028B84-B23A-4211-AF74-F6CBFBE6F6C0
PowerElectronicsConnection BatteryUnit DER_633_c_10 DER_633_c_10 tlx_633_c_h_10 s1 _513DE373-C36D-4D82-B2AC-A8456B0536EE _A6028B84-B23A-4211-AF74-F6CBFBE6F6C0
PowerElectronicsConnection BatteryUnit DER_633_c_10 DER_633_c_10 tlx_633_c_h_10 s2 _513DE373-C36D-4D82-B2AC-A8456B0536EE _A6028B84-B23A-4211-AF74-F6CBFBE6F6C0
PowerElectronicsConnection BatteryUnit DER_633_c_11 DER_633_c_11 tlx_633_c_h_11 SoC _B1329B22-BC97-4D86-BF4F-97415FD5CC5D _2DCDEFB5-AB1D-48E6-AEFC-8917F78E90EB
PowerElectronicsConnection BatteryUnit DER_633_c_11 DER_633_c_11 tlx_633_c_h_11 s1 _B1329B22-BC97-4D86-BF4F-97415FD5CC5D _2DCDEFB5-AB1D-48E6-AEFC-8917F78E90EB
PowerElectronicsConnection BatteryUnit DER_633_c_11 DER_633_c_11 tlx_633_c_h_11 s2 _B1329B22-BC97-4D86-BF4F-97415FD5CC5D _2DCDEFB5-AB1D-48E6-AEFC-8917F78E90EB
PowerElectronicsConnection BatteryUnit DER_633_c_12 DER_633_c_12 tlx_633_c_h_12 SoC _05BC2C66-4BE3-4AD9-B669-DA9634FBCEB4 _B4EED8FA-6AD1-4D3B-AB23-84B1F5B1C931
PowerElectronicsConnection BatteryUnit DER_633_c_12 DER_633_c_12 tlx_633_c_h_12 s1 _05BC2C66-4BE3-4AD9-B669-DA9634FBCEB4 _B4EED8FA-6AD1-4D3B-AB23-84B1F5B1C931
PowerElectronicsConnection BatteryUnit DER_633_c_12 DER_633_c_12 tlx_633_c_h_12 s2 _05BC2C66-4BE3-4AD9-B669-DA9634FBCEB4 _B4EED8FA-6AD1-4D3B-AB23-84B1F5B1C931
PowerElectronicsConnection BatteryUnit DER_633_c_13 DER_633_c_13 tlx_633_c_h_13 SoC _43B31330-369F-40AA-A2FA-0BBB4303A782 _C8C17D4C-2B65-4485-A1BF-4E9FEBF4F55D
PowerElectronicsConnection BatteryUnit DER_633_c_13 DER_633_c_13 tlx_633_c_h_13 s1 _43B31330-369F-40AA-A2FA-0BBB4303A782 _C8C17D4C-2B65-4485-A1BF-4E9FEBF4F55D
PowerElectronicsConnection BatteryUnit DER_633_c_13 DER_633_c_13 tlx_633_c_h_13 s2 _43B31330-369F-40AA-A2FA-0BBB4303A782 _C8C17D4C-2B65-4485-A1BF-4E9FEBF4F55D
PowerElectronicsConnection BatteryUnit DER_633_c_14 DER_633_c_14 tlx_633_c_h_14 SoC _D4757785-FCD8-47C6-A80F-57F8FC871500 _E6007516-5CD5-4F94-8511-66A8A34F4ADD
PowerElectronicsConnection BatteryUnit DER_633_c_14 DER_633_c_14 tlx_633_c_h_14 s1 _D4757785-FCD8-47C6-A80F-57F8FC871500 _E6007516-5CD5-4F94-8511-66A8A34F4ADD
PowerElectronicsConnection BatteryUnit DER_633_c_14 DER_633_c_14 tlx_633_c_h_14 s2 _D4757785-FCD8-47C6-A80F-57F8FC871500 _E6007516-5CD5-4F94-8511-66A8A34F4ADD
PowerElectronicsConnection BatteryUnit DER_633_c_15 DER_633_c_15 tlx_633_c_h_15 SoC _A410D571-9B66-4629-8034-674A27AC89A8 _1E3EC3D1-4A77-4688-9616-62EFBA302B9D
PowerElectronicsConnection BatteryUnit DER_633_c_15 DER_633_c_15 tlx_633_c_h_15 s1 _A410D571-9B66-4629-8034-674A27AC89A8 _1E3EC3D1-4A77-4688-9616-62EFBA302B9D
PowerElectronicsConnection BatteryUnit DER_633_c_15 DER_633_c_15 tlx_633_c_h_15 s2 _A410D571-9B66-4629-8034-674A27AC89A8 _1E3EC3D1-4A77-4688-9616-62EFBA302B9D
PowerElectronicsConnection BatteryUnit DER_633_c_16 DER_633_c_16 tlx_633_c_h_16 SoC _3DB7E920-20C0-4F91-8C97-E38C25668BAC _CE4FEA73-825D-44E1-9EDD-1991D05C00D7
PowerElectronicsConnection BatteryUnit DER_633_c_16 DER_633_c_16 tlx_633_c_h_16 s1 _3DB7E920-20C0-4F91-8C97-E38C25668BAC _CE4FEA73-825D-44E1-9EDD-1991D05C00D7
PowerElectronicsConnection BatteryUnit DER_633_c_16 DER_633_c_16 tlx_633_c_h_16 s2 _3DB7E920-20C0-4F91-8C97-E38C25668BAC _CE4FEA73-825D-44E1-9EDD-1991D05C00D7
PowerElectronicsConnection BatteryUnit DER_633_c_17 DER_633_c_17 tlx_633_c_h_17 SoC _134376D6-6FCA-4993-B6E0-B281EEB20D62 _4664C69C-518E-4F54-AA42-0D81E5494799
PowerElectronicsConnection BatteryUnit DER_633_c_17 DER_633_c_17 tlx_633_c_h_17 s1 _134376D6-6FCA-4993-B6E0-B281EEB20D62 _4664C69C-518E-4F54-AA42-0D81E5494799
PowerElectronicsConnection BatteryUnit DER_633_c_17 DER_633_c_17 tlx_633_c_h_17 s2 _134376D6-6FCA-4993-B6E0-B281EEB20D62 _4664C69C-518E-4F54-AA42-0D81E5494799
PowerElectronicsConnection BatteryUnit DER_633_c_18 DER_633_c_18 tlx_633_c_h_18 SoC _EE8545AE-456D-43B7-B9E1-B0C8EDF69698 _DE3911FC-73A9-41DD-9E8F-7D06E0338978
PowerElectronicsConnection BatteryUnit DER_633_c_18 DER_633_c_18 tlx_633_c_h_18 s1 _EE8545AE-456D-43B7-B9E1-B0C8EDF69698 _DE3911FC-73A9-41DD-9E8F-7D06E0338978
PowerElectronicsConnection BatteryUnit DER_633_c_18 DER_633_c_18 tlx_633_c_h_18 s2 _EE8545AE-456D-43B7-B9E1-B0C8EDF69698 _DE3911FC-73A9-41DD-9E8F-7D06E0338978
PowerElectronicsConnection BatteryUnit DER_633_c_19 DER_633_c_19 tlx_633_c_h_19 SoC _573DA148-7E9E-44C9-82AB-528E6CDE601E _42659DFA-3448-4EC5-AB62-62BC7221C606
PowerElectronicsConnection BatteryUnit DER_633_c_19 DER_633_c_19 tlx_633_c_h_19 s1 _573DA148-7E9E-44C9-82AB-528E6CDE601E _42659DFA-3448-4EC5-AB62-62BC7221C606
PowerElectronicsConnection BatteryUnit DER_633_c_19 DER_633_c_19 tlx_633_c_h_19 s2 _573DA148-7E9E-44C9-82AB-528E6CDE601E _42659DFA-3448-4EC5-AB62-62BC7221C606
PowerElectronicsConnection BatteryUnit DER_633_c_2 DER_633_c_2 tlx_633_c_h_2 SoC _F7CE2A96-6093-42C9-B545-C5EB987EF7D0 _541F1429-9985-4520-BAF2-9DAC096994E2
PowerElectronicsConnection BatteryUnit DER_633_c_2 DER_633_c_2 tlx_633_c_h_2 s1 _F7CE2A96-6093-42C9-B545-C5EB987EF7D0 _541F1429-9985-4520-BAF2-9DAC096994E2
PowerElectronicsConnection BatteryUnit DER_633_c_2 DER_633_c_2 tlx_633_c_h_2 s2 _F7CE2A96-6093-42C9-B545-C5EB987EF7D0 _541F1429-9985-4520-BAF2-9DAC096994E2
PowerElectronicsConnection BatteryUnit DER_633_c_20 DER_633_c_20 tlx_633_c_h_20 SoC _CA538263-EE8D-432D-95A8-59F258585C50 _8A9AC66D-B502-476A-9AB8-CE7F815A738C
PowerElectronicsConnection BatteryUnit DER_633_c_20 DER_633_c_20 tlx_633_c_h_20 s1 _CA538263-EE8D-432D-95A8-59F258585C50 _8A9AC66D-B502-476A-9AB8-CE7F815A738C
PowerElectronicsConnection BatteryUnit DER_633_c_20 DER_633_c_20 tlx_633_c_h_20 s2 _CA538263-EE8D-432D-95A8-59F258585C50 _8A9AC66D-B502-476A-9AB8-CE7F815A738C
PowerElectronicsConnection BatteryUnit DER_633_c_21 DER_633_c_21 tlx_633_c_h_21 SoC _6B02BDDF-956C-453A-A19C-CB6D359037EB _902AF218-757A-41AF-AFDF-43AFB1252581
PowerElectronicsConnection BatteryUnit DER_633_c_21 DER_633_c_21 tlx_633_c_h_21 s1 _6B02BDDF-956C-453A-A19C-CB6D359037EB _902AF218-757A-41AF-AFDF-43AFB1252581
PowerElectronicsConnection BatteryUnit DER_633_c_21 DER_633_c_21 tlx_633_c_h_21 s2 _6B02BDDF-956C-453A-A19C-CB6D359037EB _902AF218-757A-41AF-AFDF-43AFB1252581
PowerElectronicsConnection BatteryUnit DER_633_c_22 DER_633_c_22 tlx_633_c_h_22 SoC _2520F3FD-F247-4EA2-97DE-6B28258C2B0D _1B3D257A-B4D1-480D-9ABA-F3E92D76DF73
PowerElectronicsConnection BatteryUnit DER_633_c_22 DER_633_c_22 tlx_633_c_h_22 s1 _2520F3FD-F247-4EA2-97DE-6B28258C2B0D _1B3D257A-B4D1-480D-9ABA-F3E92D76DF73
PowerElectronicsConnection BatteryUnit DER_633_c_22 DER_633_c_22 tlx_633_c_h_22 s2 _2520F3FD-F247-4EA2-97DE-6B28258C2B0D _1B3D257A-B4D1-480D-9ABA-F3E92D76DF73
PowerElectronicsConnection BatteryUnit DER_633_c_23 DER_633_c_23 tlx_633_c_h_23 SoC _2D9B419A-6146-416B-99BB-49E9DBC63068 _BD7FB12D-89B5-4132-AA2C-3B0EE7620337
PowerElectronicsConnection BatteryUnit DER_633_c_23 DER_633_c_23 tlx_633_c_h_23 s1 _2D9B419A-6146-416B-99BB-49E9DBC63068 _BD7FB12D-89B5-4132-AA2C-3B0EE7620337
PowerElectronicsConnection BatteryUnit DER_633_c_23 DER_633_c_23 tlx_633_c_h_23 s2 _2D9B419A-6146-416B-99BB-49E9DBC63068 _BD7FB12D-89B5-4132-AA2C-3B0EE7620337
PowerElectronicsConnection BatteryUnit DER_633_c_24 DER_633_c_24 tlx_633_c_h_24 SoC _0602EB32-F696-4B5B-B27D-99B8B8F1339C _AE02B463-E5EA-4791-89C6-6C8D0F809400
PowerElectronicsConnection BatteryUnit DER_633_c_24 DER_633_c_24 tlx_633_c_h_24 s1 _0602EB32-F696-4B5B-B27D-99B8B8F1339C _AE02B463-E5EA-4791-89C6-6C8D0F809400
PowerElectronicsConnection BatteryUnit DER_633_c_24 DER_633_c_24 tlx_633_c_h_24 s2 _0602EB32-F696-4B5B-B27D-99B8B8F1339C _AE02B463-E5EA-4791-89C6-6C8D0F809400
PowerElectronicsConnection BatteryUnit DER_633_c_25 DER_633_c_25 tlx_633_c_h_25 SoC _CD9E4AA2-8404-4634-BB5C-CEF6387C9F74 _6B12C17E-AE94-4411-B8A3-ABC49F5CEC30
PowerElectronicsConnection BatteryUnit DER_633_c_25 DER_633_c_25 tlx_633_c_h_25 s1 _CD9E4AA2-8404-4634-BB5C-CEF6387C9F74 _6B12C17E-AE94-4411-B8A3-ABC49F5CEC30
PowerElectronicsConnection BatteryUnit DER_633_c_25 DER_633_c_25 tlx_633_c_h_25 s2 _CD9E4AA2-8404-4634-BB5C-CEF6387C9F74 _6B12C17E-AE94-4411-B8A3-ABC49F5CEC30
PowerElectronicsConnection BatteryUnit DER_633_c_26 DER_633_c_26 tlx_633_c_h_26 SoC _30040608-AFBB-45BC-9B84-7D886777EC01 _3DFDB978-31D2-4EEA-ADF7-0F0BEEEA3D52
PowerElectronicsConnection BatteryUnit DER_633_c_26 DER_633_c_26 tlx_633_c_h_26 s1 _30040608-AFBB-45BC-9B84-7D886777EC01 _3DFDB978-31D2-4EEA-ADF7-0F0BEEEA3D52
PowerElectronicsConnection BatteryUnit DER_633_c_26 DER_633_c_26 tlx_633_c_h_26 s2 _30040608-AFBB-45BC-9B84-7D886777EC01 _3DFDB978-31D2-4EEA-ADF7-0F0BEEEA3D52
PowerElectronicsConnection BatteryUnit DER_633_c_27 DER_633_c_27 tlx_633_c_h_27 SoC _08C9B37C-58BB-4A21-9059-D9A40AA1E5D0 _5D3E0F7A-9EC4-422B-AA0D-307B747ECEC7
PowerElectronicsConnection BatteryUnit DER_633_c_27 DER_633_c_27 tlx_633_c_h_27 s1 _08C9B37C-58BB-4A21-9059-D9A40AA1E5D0 _5D3E0F7A-9EC4-422B-AA0D-307B747ECEC7
PowerElectronicsConnection BatteryUnit DER_633_c_27 DER_633_c_27 tlx_633_c_h_27 s2 _08C9B37C-58BB-4A21-9059-D9A40AA1E5D0 _5D3E0F7A-9EC4-422B-AA0D-307B747ECEC7
PowerElectronicsConnection BatteryUnit DER_633_c_28 DER_633_c_28 tlx_633_c_h_28 SoC _76C9F0BF-A57F-46F6-AC5E-177DA2E1BECC _E23890DF-0027-49DC-AD5F-D3B7E395C791
PowerElectronicsConnection BatteryUnit DER_633_c_28 DER_633_c_28 tlx_633_c_h_28 s1 _76C9F0BF-A57F-46F6-AC5E-177DA2E1BECC _E23890DF-0027-49DC-AD5F-D3B7E395C791
PowerElectronicsConnection BatteryUnit DER_633_c_28 DER_633_c_28 tlx_633_c_h_28 s2 _76C9F0BF-A57F-46F6-AC5E-177DA2E1BECC _E23890DF-0027-49DC-AD5F-D3B7E395C791
PowerElectronicsConnection BatteryUnit DER_633_c_29 DER_633_c_29 tlx_633_c_h_29 SoC _BD15C2F3-9F17-458B-A7D2-5E92DA818B2B _84B14EF6-2ACB-4E9C-92E2-2249CCE33031
PowerElectronicsConnection BatteryUnit DER_633_c_29 DER_633_c_29 tlx_633_c_h_29 s1 _BD15C2F3-9F17-458B-A7D2-5E92DA818B2B _84B14EF6-2ACB-4E9C-92E2-2249CCE33031
PowerElectronicsConnection BatteryUnit DER_633_c_29 DER_633_c_29 tlx_633_c_h_29 s2 _BD15C2F3-9F17-458B-A7D2-5E92DA818B2B _84B14EF6-2ACB-4E9C-92E2-2249CCE33031
PowerElectronicsConnection BatteryUnit DER_633_c_3 DER_633_c_3 tlx_633_c_h_3 SoC _0895E6FC-C645-4D91-9CCD-005BD684135B _9415A2D1-446A-4862-97B4-7267A76B3BDD
PowerElectronicsConnection BatteryUnit DER_633_c_3 DER_633_c_3 tlx_633_c_h_3 s1 _0895E6FC-C645-4D91-9CCD-005BD684135B _9415A2D1-446A-4862-97B4-7267A76B3BDD
PowerElectronicsConnection BatteryUnit DER_633_c_3 DER_633_c_3 tlx_633_c_h_3 s2 _0895E6FC-C645-4D91-9CCD-005BD684135B _9415A2D1-446A-4862-97B4-7267A76B3BDD
PowerElectronicsConnection BatteryUnit DER_633_c_30 DER_633_c_30 tlx_633_c_h_30 SoC _569F97F2-660F-42F8-9508-1A116FE33194 _2DBFEAA3-EA98-4F4B-99B3-355BC1AB0B67
PowerElectronicsConnection BatteryUnit DER_633_c_30 DER_633_c_30 tlx_633_c_h_30 s1 _569F97F2-660F-42F8-9508-1A116FE33194 _2DBFEAA3-EA98-4F4B-99B3-355BC1AB0B67
PowerElectronicsConnection BatteryUnit DER_633_c_30 DER_633_c_30 tlx_633_c_h_30 s2 _569F97F2-660F-42F8-9508-1A116FE33194 _2DBFEAA3-EA98-4F4B-99B3-355BC1AB0B67
PowerElectronicsConnection BatteryUnit DER_633_c_31 DER_633_c_31 tlx_633_c_h_31 SoC _DC727581-F908-419E-AF4B-408E3E8700E1 _2DDE686E-CB6F-49CF-9841-9749B00F2D9E
PowerElectronicsConnection BatteryUnit DER_633_c_31 DER_633_c_31 tlx_633_c_h_31 s1 _DC727581-F908-419E-AF4B-408E3E8700E1 _2DDE686E-CB6F-49CF-9841-9749B00F2D9E
PowerElectronicsConnection BatteryUnit DER_633_c_31 DER_633_c_31 tlx_633_c_h_31 s2 _DC727581-F908-419E-AF4B-408E3E8700E1 _2DDE686E-CB6F-49CF-9841-9749B00F2D9E
PowerElectronicsConnection BatteryUnit DER_633_c_32 DER_633_c_32 tlx_633_c_h_32 SoC _635A4776-E44F-4016-83E7-24C978DEE1AA _5BD10EF2-A340-4C0D-9CBB-B29F054E6CC7
PowerElectronicsConnection BatteryUnit DER_633_c_32 DER_633_c_32 tlx_633_c_h_32 s1 _635A4776-E44F-4016-83E7-24C978DEE1AA _5BD10EF2-A340-4C0D-9CBB-B29F054E6CC7
PowerElectronicsConnection BatteryUnit DER_633_c_32 DER_633_c_32 tlx_633_c_h_32 s2 _635A4776-E44F-4016-83E7-24C978DEE1AA _5BD10EF2-A340-4C0D-9CBB-B29F054E6CC7
PowerElectronicsConnection BatteryUnit DER_633_c_33 DER_633_c_33 tlx_633_c_h_33 SoC _4BD22C10-C9D9-4636-90AE-E0497DE4ECEE _2D912E59-8318-4826-AEDD-B7A23BFA5A20
PowerElectronicsConnection BatteryUnit DER_633_c_33 DER_633_c_33 tlx_633_c_h_33 s1 _4BD22C10-C9D9-4636-90AE-E0497DE4ECEE _2D912E59-8318-4826-AEDD-B7A23BFA5A20
PowerElectronicsConnection BatteryUnit DER_633_c_33 DER_633_c_33 tlx_633_c_h_33 s2 _4BD22C10-C9D9-4636-90AE-E0497DE4ECEE _2D912E59-8318-4826-AEDD-B7A23BFA5A20
PowerElectronicsConnection BatteryUnit DER_633_c_34 DER_633_c_34 tlx_633_c_h_34 SoC _9316B3C6-C0BE-43E5-AC29-A1E700F5F9B5 _516D443D-3CD8-41A6-9578-D8DBCE269F59
PowerElectronicsConnection BatteryUnit DER_633_c_34 DER_633_c_34 tlx_633_c_h_34 s1 _9316B3C6-C0BE-43E5-AC29-A1E700F5F9B5 _516D443D-3CD8-41A6-9578-D8DBCE269F59
PowerElectronicsConnection BatteryUnit DER_633_c_34 DER_633_c_34 tlx_633_c_h_34 s2 _9316B3C6-C0BE-43E5-AC29-A1E700F5F9B5 _516D443D-3CD8-41A6-9578-D8DBCE269F59
PowerElectronicsConnection BatteryUnit DER_633_c_35 DER_633_c_35 tlx_633_c_h_35 SoC _2BB4AE71-2618-4234-A79A-36B46B9B90C9 _7687BED6-54A9-463C-B3B3-48A5CF2D73C5
PowerElectronicsConnection BatteryUnit DER_633_c_35 DER_633_c_35 tlx_633_c_h_35 s1 _2BB4AE71-2618-4234-A79A-36B46B9B90C9 _7687BED6-54A9-463C-B3B3-48A5CF2D73C5
PowerElectronicsConnection BatteryUnit DER_633_c_35 DER_633_c_35 tlx_633_c_h_35 s2 _2BB4AE71-2618-4234-A79A-36B46B9B90C9 _7687BED6-54A9-463C-B3B3-48A5CF2D73C5
PowerElectronicsConnection BatteryUnit DER_633_c_36 DER_633_c_36 tlx_633_c_h_36 SoC _DBE8CA46-473D-49D2-A954-C22817AF881E _77745D92-DBE6-48F2-9AD8-9EBBCCBE679D
PowerElectronicsConnection BatteryUnit DER_633_c_36 DER_633_c_36 tlx_633_c_h_36 s1 _DBE8CA46-473D-49D2-A954-C22817AF881E _77745D92-DBE6-48F2-9AD8-9EBBCCBE679D
PowerElectronicsConnection BatteryUnit DER_633_c_36 DER_633_c_36 tlx_633_c_h_36 s2 _DBE8CA46-473D-49D2-A954-C22817AF881E _77745D92-DBE6-48F2-9AD8-9EBBCCBE679D
PowerElectronicsConnection BatteryUnit DER_633_c_37 DER_633_c_37 tlx_633_c_h_37 SoC _1A1F4560-9E99-4A68-9463-3BC11F5F49FF _13F37161-31EB-4B2D-897D-D2A864D7F8A7
PowerElectronicsConnection BatteryUnit DER_633_c_37 DER_633_c_37 tlx_633_c_h_37 s1 _1A1F4560-9E99-4A68-9463-3BC11F5F49FF _13F37161-31EB-4B2D-897D-D2A864D7F8A7
PowerElectronicsConnection BatteryUnit DER_633_c_37 DER_633_c_37 tlx_633_c_h_37 s2 _1A1F4560-9E99-4A68-9463-3BC11F5F49FF _13F37161-31EB-4B2D-897D-D2A864D7F8A7
PowerElectronicsConnection BatteryUnit DER_633_c_38 DER_633_c_38 tlx_633_c_h_38 SoC _301436F6-1865-497D-9ED0-55DC57C54C70 _95B1A62C-B01D-4129-8059-007967BD138A
