LinearShuntCompensator cap2 n611 C _914AAA0D-2390-4529-AB33-AEE59E116A6E _4D4249B6-B1C1-4FFB-923B-8E1FE55E8212
LinearShuntCompensator cap1 n675 A _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
LinearShuntCompensator cap1 n675 B _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
LinearShuntCompensator cap1 n675 C _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
PowerTransformer RatioTapChanger Reg 2 rg60 A _3508623F-8B18-43E5-9C47-076265A27FC5 _DEF7E7E5-E406-4D86-8437-C9DB746F5C18
PowerElectronicsConnection BatteryUnit trip_load_633_b_2 trip_load_633_b_2_Battery tlx_633_b_h_2 s2 _F95848B9-E067-47DA-9C68-82CF761F302E _B00301D0-60BD-4AF6-BEDF-C783E62831CC
PowerElectronicsConnection BatteryUnit trip_load_633_b_20 trip_load_633_b_20_Battery tlx_633_b_h_20 SoC _C73B41A5-D6F0-4C14-A66C-CF33F629B3B2 _9B08A9B2-ECFC-48C2-9B64-F4FC2FB8843A
PowerElectronicsConnection BatteryUnit trip_load_633_b_20 trip_load_633_b_20_Battery tlx_633_b_h_20 s1 _C73B41A5-D6F0-4C14-A66C-CF33F629B3B2 _9B08A9B2-ECFC-48C2-9B64-F4FC2FB8843A
PowerElectronicsConnection BatteryUnit trip_load_633_b_20 trip_load_633_b_20_Battery tlx_633_b_h_20 s2 _C73B41A5-D6F0-4C14-A66C-CF33F629B3B2 _9B08A9B2-ECFC-48C2-9B64-F4FC2FB8843A
PowerElectronicsConnection BatteryUnit trip_load_633_b_21 trip_load_633_b_21_Battery tlx_633_b_h_21 SoC _05ADDDD2-126A-49A9-B5E4-2345C138EA39 _807B4A76-DA39-466B-B0BF-B617E1B80E50
PowerElectronicsConnection BatteryUnit trip_load_633_b_21 trip_load_633_b_21_Battery tlx_633_b_h_21 s1 _05ADDDD2-126A-49A9-B5E4-2345C138EA39 _807B4A76-DA39-466B-B0BF-B617E1B80E50
PowerElectronicsConnection BatteryUnit trip_load_633_b_21 trip_load_633_b_21_Battery tlx_633_b_h_21 s2 _05ADDDD2-126A-49A9-B5E4-2345C138EA39 _807B4A76-DA39-466B-B0BF-B617E1B80E50
PowerElectronicsConnection BatteryUnit trip_load_633_b_22 trip_load_633_b_22_Battery tlx_633_b_h_22 SoC _3BB5C5D9-3220-401C-915A-A44455E0B08C _989F5872-90F4-4AAA-AA48-72093D724066
PowerElectronicsConnection BatteryUnit trip_load_633_b_22 trip_load_633_b_22_Battery tlx_633_b_h_22 s1 _3BB5C5D9-3220-401C-915A-A44455E0B08C _989F5872-90F4-4AAA-AA48-72093D724066
PowerElectronicsConnection BatteryUnit trip_load_633_b_22 trip_load_633_b_22_Battery tlx_633_b_h_22 s2 _3BB5C5D9-3220-401C-915A-A44455E0B08C _989F5872-90F4-4AAA-AA48-72093D724066
PowerElectronicsConnection BatteryUnit trip_load_633_b_23 trip_load_633_b_23_Battery tlx_633_b_h_23 SoC _3F6D80FF-BA77-4CEC-9108-9AEDBCEF9A55 _0B5CF2D1-8116-40F6-8B72-CEF627C42536
PowerElectronicsConnection BatteryUnit trip_load_633_b_23 trip_load_633_b_23_Battery tlx_633_b_h_23 s1 _3F6D80FF-BA77-4CEC-9108-9AEDBCEF9A55 _0B5CF2D1-8116-40F6-8B72-CEF627C42536
PowerElectronicsConnection BatteryUnit trip_load_633_b_23 trip_load_633_b_23_Battery tlx_633_b_h_23 s2 _3F6D80FF-BA77-4CEC-9108-9AEDBCEF9A55 _0B5CF2D1-8116-40F6-8B72-CEF627C42536
PowerElectronicsConnection BatteryUnit trip_load_633_b_24 trip_load_633_b_24_Battery tlx_633_b_h_24 SoC _DE1A717C-F835-40D5-898E-8B771B4F64DE _8BF335C7-C693-4649-827D-109015F1D6EB
PowerElectronicsConnection BatteryUnit trip_load_633_b_24 trip_load_633_b_24_Battery tlx_633_b_h_24 s1 _DE1A717C-F835-40D5-898E-8B771B4F64DE _8BF335C7-C693-4649-827D-109015F1D6EB
PowerElectronicsConnection BatteryUnit trip_load_633_b_24 trip_load_633_b_24_Battery tlx_633_b_h_24 s2 _DE1A717C-F835-40D5-898E-8B771B4F64DE _8BF335C7-C693-4649-827D-109015F1D6EB
PowerElectronicsConnection BatteryUnit trip_load_633_b_25 trip_load_633_b_25_Battery tlx_633_b_h_25 SoC _3272ED7E-243B-4A5F-BE7A-B5034B332BEF _1C2195F8-25B0-4C94-8C1F-0FA33F59C478
PowerElectronicsConnection BatteryUnit trip_load_633_b_25 trip_load_633_b_25_Battery tlx_633_b_h_25 s1 _3272ED7E-243B-4A5F-BE7A-B5034B332BEF _1C2195F8-25B0-4C94-8C1F-0FA33F59C478
PowerElectronicsConnection BatteryUnit trip_load_633_b_25 trip_load_633_b_25_Battery tlx_633_b_h_25 s2 _3272ED7E-243B-4A5F-BE7A-B5034B332BEF _1C2195F8-25B0-4C94-8C1F-0FA33F59C478
PowerElectronicsConnection BatteryUnit trip_load_633_b_26 trip_load_633_b_26_Battery tlx_633_b_h_26 SoC _1842379D-B17A-47A2-BCDD-DA847AD3237E _2168BCF4-5183-4B1D-9065-FB2C957E7B44
PowerElectronicsConnection BatteryUnit trip_load_633_b_26 trip_load_633_b_26_Battery tlx_633_b_h_26 s1 _1842379D-B17A-47A2-BCDD-DA847AD3237E _2168BCF4-5183-4B1D-9065-FB2C957E7B44
PowerElectronicsConnection BatteryUnit trip_load_633_b_26 trip_load_633_b_26_Battery tlx_633_b_h_26 s2 _1842379D-B17A-47A2-BCDD-DA847AD3237E _2168BCF4-5183-4B1D-9065-FB2C957E7B44
PowerElectronicsConnection BatteryUnit trip_load_633_b_27 trip_load_633_b_27_Battery tlx_633_b_h_27 SoC _93D30A84-B2DE-4FEE-B156-E3CBCB7D51C0 _6D2D4935-A312-4A0C-93DE-74F6A7F581AA
PowerElectronicsConnection BatteryUnit trip_load_633_b_27 trip_load_633_b_27_Battery tlx_633_b_h_27 s1 _93D30A84-B2DE-4FEE-B156-E3CBCB7D51C0 _6D2D4935-A312-4A0C-93DE-74F6A7F581AA
PowerElectronicsConnection BatteryUnit trip_load_633_b_27 trip_load_633_b_27_Battery tlx_633_b_h_27 s2 _93D30A84-B2DE-4FEE-B156-E3CBCB7D51C0 _6D2D4935-A312-4A0C-93DE-74F6A7F581AA
PowerElectronicsConnection BatteryUnit trip_load_633_b_28 trip_load_633_b_28_Battery tlx_633_b_h_28 SoC _79265F71-7944-4005-A75B-D9A81A095F07 _449583D3-D058-4F66-AA50-A989A95D7E94
PowerElectronicsConnection BatteryUnit trip_load_633_b_28 trip_load_633_b_28_Battery tlx_633_b_h_28 s1 _79265F71-7944-4005-A75B-D9A81A095F07 _449583D3-D058-4F66-AA50-A989A95D7E94
PowerElectronicsConnection BatteryUnit trip_load_633_b_28 trip_load_633_b_28_Battery tlx_633_b_h_28 s2 _79265F71-7944-4005-A75B-D9A81A095F07 _449583D3-D058-4F66-AA50-A989A95D7E94
PowerElectronicsConnection BatteryUnit trip_load_633_b_29 trip_load_633_b_29_Battery tlx_633_b_h_29 SoC _BA520A00-9DD3-4311-958C-4E45692EEA7C _882E94E1-7DF4-41C1-9CEA-176AC0BF1093
PowerElectronicsConnection BatteryUnit trip_load_633_b_29 trip_load_633_b_29_Battery tlx_633_b_h_29 s1 _BA520A00-9DD3-4311-958C-4E45692EEA7C _882E94E1-7DF4-41C1-9CEA-176AC0BF1093
PowerElectronicsConnection BatteryUnit trip_load_633_b_29 trip_load_633_b_29_Battery tlx_633_b_h_29 s2 _BA520A00-9DD3-4311-958C-4E45692EEA7C _882E94E1-7DF4-41C1-9CEA-176AC0BF1093
PowerElectronicsConnection BatteryUnit trip_load_633_b_3 trip_load_633_b_3_Battery tlx_633_b_h_3 SoC _49DA30A9-A294-4CD7-8FFC-39047C13A30D _11084090-B461-46AC-B133-2A3944EE11CD
PowerElectronicsConnection BatteryUnit trip_load_633_b_3 trip_load_633_b_3_Battery tlx_633_b_h_3 s1 _49DA30A9-A294-4CD7-8FFC-39047C13A30D _11084090-B461-46AC-B133-2A3944EE11CD
PowerElectronicsConnection BatteryUnit trip_load_633_b_3 trip_load_633_b_3_Battery tlx_633_b_h_3 s2 _49DA30A9-A294-4CD7-8FFC-39047C13A30D _11084090-B461-46AC-B133-2A3944EE11CD
PowerElectronicsConnection BatteryUnit trip_load_633_b_30 trip_load_633_b_30_Battery tlx_633_b_h_30 SoC _CC6FD7B9-AC0A-461F-BB67-2B28032E87E0 _97FEB093-6F49-42C8-9C14-0B277B3B09BB
PowerElectronicsConnection BatteryUnit trip_load_633_b_30 trip_load_633_b_30_Battery tlx_633_b_h_30 s1 _CC6FD7B9-AC0A-461F-BB67-2B28032E87E0 _97FEB093-6F49-42C8-9C14-0B277B3B09BB
PowerElectronicsConnection BatteryUnit trip_load_633_b_30 trip_load_633_b_30_Battery tlx_633_b_h_30 s2 _CC6FD7B9-AC0A-461F-BB67-2B28032E87E0 _97FEB093-6F49-42C8-9C14-0B277B3B09BB
PowerElectronicsConnection BatteryUnit trip_load_633_b_31 trip_load_633_b_31_Battery tlx_633_b_h_31 SoC _7F11E2E7-2A30-42BE-83D5-00B8DDE2592F _82B3435C-CBA3-4C54-A6EE-E116E00EE907
PowerElectronicsConnection BatteryUnit trip_load_633_b_31 trip_load_633_b_31_Battery tlx_633_b_h_31 s1 _7F11E2E7-2A30-42BE-83D5-00B8DDE2592F _82B3435C-CBA3-4C54-A6EE-E116E00EE907
PowerElectronicsConnection BatteryUnit trip_load_633_b_31 trip_load_633_b_31_Battery tlx_633_b_h_31 s2 _7F11E2E7-2A30-42BE-83D5-00B8DDE2592F _82B3435C-CBA3-4C54-A6EE-E116E00EE907
PowerElectronicsConnection BatteryUnit trip_load_633_b_32 trip_load_633_b_32_Battery tlx_633_b_h_32 SoC _18A4ED5A-EE7C-4AC9-8DA6-1CD572A59279 _40EEB23F-2BC2-46AF-9DDE-0ED2D3B98C30
PowerElectronicsConnection BatteryUnit trip_load_633_b_32 trip_load_633_b_32_Battery tlx_633_b_h_32 s1 _18A4ED5A-EE7C-4AC9-8DA6-1CD572A59279 _40EEB23F-2BC2-46AF-9DDE-0ED2D3B98C30
PowerElectronicsConnection BatteryUnit trip_load_633_b_32 trip_load_633_b_32_Battery tlx_633_b_h_32 s2 _18A4ED5A-EE7C-4AC9-8DA6-1CD572A59279 _40EEB23F-2BC2-46AF-9DDE-0ED2D3B98C30
PowerElectronicsConnection BatteryUnit trip_load_633_b_33 trip_load_633_b_33_Battery tlx_633_b_h_33 SoC _AB6EE8F7-BAD3-42D0-BF96-8EAD6991BE48 _9492F9B2-7100-4F47-8CD2-33DF2165360F
PowerElectronicsConnection BatteryUnit trip_load_633_b_33 trip_load_633_b_33_Battery tlx_633_b_h_33 s1 _AB6EE8F7-BAD3-42D0-BF96-8EAD6991BE48 _9492F9B2-7100-4F47-8CD2-33DF2165360F
PowerElectronicsConnection BatteryUnit trip_load_633_b_33 trip_load_633_b_33_Battery tlx_633_b_h_33 s2 _AB6EE8F7-BAD3-42D0-BF96-8EAD6991BE48 _9492F9B2-7100-4F47-8CD2-33DF2165360F
PowerElectronicsConnection BatteryUnit trip_load_633_b_34 trip_load_633_b_34_Battery tlx_633_b_h_34 SoC _4FD75D5A-41B6-47B9-A060-0A1266F3F8A5 _2075A046-0F41-4F0B-8750-0646ABEE6752
PowerElectronicsConnection BatteryUnit trip_load_633_b_34 trip_load_633_b_34_Battery tlx_633_b_h_34 s1 _4FD75D5A-41B6-47B9-A060-0A1266F3F8A5 _2075A046-0F41-4F0B-8750-0646ABEE6752
PowerElectronicsConnection BatteryUnit trip_load_633_b_34 trip_load_633_b_34_Battery tlx_633_b_h_34 s2 _4FD75D5A-41B6-47B9-A060-0A1266F3F8A5 _2075A046-0F41-4F0B-8750-0646ABEE6752
PowerElectronicsConnection BatteryUnit trip_load_633_b_35 trip_load_633_b_35_Battery tlx_633_b_h_35 SoC _74930026-DC5A-4CDA-85C9-4670A6E8D006 _F3FDC19D-2EB2-44A7-AB95-A01A077AAD00
PowerElectronicsConnection BatteryUnit trip_load_633_b_35 trip_load_633_b_35_Battery tlx_633_b_h_35 s1 _74930026-DC5A-4CDA-85C9-4670A6E8D006 _F3FDC19D-2EB2-44A7-AB95-A01A077AAD00
PowerElectronicsConnection BatteryUnit trip_load_633_b_35 trip_load_633_b_35_Battery tlx_633_b_h_35 s2 _74930026-DC5A-4CDA-85C9-4670A6E8D006 _F3FDC19D-2EB2-44A7-AB95-A01A077AAD00
PowerElectronicsConnection BatteryUnit trip_load_633_b_36 trip_load_633_b_36_Battery tlx_633_b_h_36 SoC _1E884F5B-EDFE-4D7B-A060-1EBE646634B9 _C6B49D55-2466-4151-BCC4-40A2F3697A9F
PowerElectronicsConnection BatteryUnit trip_load_633_b_36 trip_load_633_b_36_Battery tlx_633_b_h_36 s1 _1E884F5B-EDFE-4D7B-A060-1EBE646634B9 _C6B49D55-2466-4151-BCC4-40A2F3697A9F
PowerElectronicsConnection BatteryUnit trip_load_633_b_36 trip_load_633_b_36_Battery tlx_633_b_h_36 s2 _1E884F5B-EDFE-4D7B-A060-1EBE646634B9 _C6B49D55-2466-4151-BCC4-40A2F3697A9F
PowerElectronicsConnection BatteryUnit trip_load_633_b_37 trip_load_633_b_37_Battery tlx_633_b_h_37 SoC _8494F5D8-4DD4-43EC-9EE3-945608E80BEB _A5798E2F-BAE1-482C-841D-1CC9460E6D05
PowerElectronicsConnection BatteryUnit trip_load_633_b_37 trip_load_633_b_37_Battery tlx_633_b_h_37 s1 _8494F5D8-4DD4-43EC-9EE3-945608E80BEB _A5798E2F-BAE1-482C-841D-1CC9460E6D05
PowerElectronicsConnection BatteryUnit trip_load_633_b_37 trip_load_633_b_37_Battery tlx_633_b_h_37 s2 _8494F5D8-4DD4-43EC-9EE3-945608E80BEB _A5798E2F-BAE1-482C-841D-1CC9460E6D05
PowerElectronicsConnection BatteryUnit trip_load_633_b_38 trip_load_633_b_38_Battery tlx_633_b_h_38 SoC _D0A11E7F-A723-48FB-80F7-2525B73F6D26 _BBA3C4FB-5867-4C09-9CFF-5B57FF2A81E0
PowerElectronicsConnection BatteryUnit trip_load_633_b_38 trip_load_633_b_38_Battery tlx_633_b_h_38 s1 _D0A11E7F-A723-48FB-80F7-2525B73F6D26 _BBA3C4FB-5867-4C09-9CFF-5B57FF2A81E0
PowerElectronicsConnection BatteryUnit trip_load_633_b_38 trip_load_633_b_38_Battery tlx_633_b_h_38 s2 _D0A11E7F-A723-48FB-80F7-2525B73F6D26 _BBA3C4FB-5867-4C09-9CFF-5B57FF2A81E0
PowerElectronicsConnection BatteryUnit trip_load_633_b_39 trip_load_633_b_39_Battery tlx_633_b_h_39 SoC _2BBADDEA-AA87-44FE-BEC8-3A3B6990C2F6 _787DF410-4A4F-49D3-B309-FD27E9B027ED
PowerElectronicsConnection BatteryUnit trip_load_633_b_39 trip_load_633_b_39_Battery tlx_633_b_h_39 s1 _2BBADDEA-AA87-44FE-BEC8-3A3B6990C2F6 _787DF410-4A4F-49D3-B309-FD27E9B027ED
PowerElectronicsConnection BatteryUnit trip_load_633_b_39 trip_load_633_b_39_Battery tlx_633_b_h_39 s2 _2BBADDEA-AA87-44FE-BEC8-3A3B6990C2F6 _787DF410-4A4F-49D3-B309-FD27E9B027ED
PowerElectronicsConnection BatteryUnit trip_load_633_b_4 trip_load_633_b_4_Battery tlx_633_b_h_4 SoC _4F22ABE5-6216-4084-8F0A-4968095461BC _ABE20DD4-5CEE-49C2-AC5E-3FD93BE4A4D8
PowerElectronicsConnection BatteryUnit trip_load_633_b_4 trip_load_633_b_4_Battery tlx_633_b_h_4 s1 _4F22ABE5-6216-4084-8F0A-4968095461BC _ABE20DD4-5CEE-49C2-AC5E-3FD93BE4A4D8
PowerElectronicsConnection BatteryUnit trip_load_633_b_4 trip_load_633_b_4_Battery tlx_633_b_h_4 s2 _4F22ABE5-6216-4084-8F0A-4968095461BC _ABE20DD4-5CEE-49C2-AC5E-3FD93BE4A4D8
PowerElectronicsConnection BatteryUnit trip_load_633_b_40 trip_load_633_b_40_Battery tlx_633_b_h_40 SoC _7E52A10D-C781-4506-80AE-FC49DE655DA4 _AB70E1AB-80F0-43AD-B250-FE065B778046
PowerElectronicsConnection BatteryUnit trip_load_633_b_40 trip_load_633_b_40_Battery tlx_633_b_h_40 s1 _7E52A10D-C781-4506-80AE-FC49DE655DA4 _AB70E1AB-80F0-43AD-B250-FE065B778046
PowerElectronicsConnection BatteryUnit trip_load_633_b_40 trip_load_633_b_40_Battery tlx_633_b_h_40 s2 _7E52A10D-C781-4506-80AE-FC49DE655DA4 _AB70E1AB-80F0-43AD-B250-FE065B778046
PowerElectronicsConnection BatteryUnit trip_load_633_b_5 trip_load_633_b_5_Battery tlx_633_b_h_5 SoC _A077DFB9-FFA7-4F7E-B2D4-304E930E74A4 _57461817-3433-41CD-BD94-79D9779C4EFF
PowerElectronicsConnection BatteryUnit trip_load_633_b_5 trip_load_633_b_5_Battery tlx_633_b_h_5 s1 _A077DFB9-FFA7-4F7E-B2D4-304E930E74A4 _57461817-3433-41CD-BD94-79D9779C4EFF
PowerElectronicsConnection BatteryUnit trip_load_633_b_5 trip_load_633_b_5_Battery tlx_633_b_h_5 s2 _A077DFB9-FFA7-4F7E-B2D4-304E930E74A4 _57461817-3433-41CD-BD94-79D9779C4EFF
PowerElectronicsConnection BatteryUnit trip_load_633_b_6 trip_load_633_b_6_Battery tlx_633_b_h_6 SoC _DEEBE432-0B9C-40A7-AB3D-24595B63E220 _CF90C582-60A6-42A9-9084-DE8541C52B45
PowerElectronicsConnection BatteryUnit trip_load_633_b_6 trip_load_633_b_6_Battery tlx_633_b_h_6 s1 _DEEBE432-0B9C-40A7-AB3D-24595B63E220 _CF90C582-60A6-42A9-9084-DE8541C52B45
PowerElectronicsConnection BatteryUnit trip_load_633_b_6 trip_load_633_b_6_Battery tlx_633_b_h_6 s2 _DEEBE432-0B9C-40A7-AB3D-24595B63E220 _CF90C582-60A6-42A9-9084-DE8541C52B45
PowerElectronicsConnection BatteryUnit trip_load_633_b_7 trip_load_633_b_7_Battery tlx_633_b_h_7 SoC _A625731A-C789-4311-95D0-64F4C0112730 _11020EE2-FAEF-42A7-A5C3-2D34BCAD693E
PowerElectronicsConnection BatteryUnit trip_load_633_b_7 trip_load_633_b_7_Battery tlx_633_b_h_7 s1 _A625731A-C789-4311-95D0-64F4C0112730 _11020EE2-FAEF-42A7-A5C3-2D34BCAD693E
PowerElectronicsConnection BatteryUnit trip_load_633_b_7 trip_load_633_b_7_Battery tlx_633_b_h_7 s2 _A625731A-C789-4311-95D0-64F4C0112730 _11020EE2-FAEF-42A7-A5C3-2D34BCAD693E
PowerElectronicsConnection BatteryUnit trip_load_633_b_8 trip_load_633_b_8_Battery tlx_633_b_h_8 SoC _25B040D5-4ECB-4B47-82DB-D6EA4FBEA8D2 _550062EC-9FDB-4B92-8D39-C005455518C9
PowerElectronicsConnection BatteryUnit trip_load_633_b_8 trip_load_633_b_8_Battery tlx_633_b_h_8 s1 _25B040D5-4ECB-4B47-82DB-D6EA4FBEA8D2 _550062EC-9FDB-4B92-8D39-C005455518C9
PowerElectronicsConnection BatteryUnit trip_load_633_b_8 trip_load_633_b_8_Battery tlx_633_b_h_8 s2 _25B040D5-4ECB-4B47-82DB-D6EA4FBEA8D2 _550062EC-9FDB-4B92-8D39-C005455518C9
PowerElectronicsConnection BatteryUnit trip_load_633_b_9 trip_load_633_b_9_Battery tlx_633_b_h_9 SoC _DF7E9243-9D06-4A1A-AAFE-48999E846D12 _5D15D554-DBB0-4960-B022-D1BF98DF3A89
PowerElectronicsConnection BatteryUnit trip_load_633_b_9 trip_load_633_b_9_Battery tlx_633_b_h_9 s1 _DF7E9243-9D06-4A1A-AAFE-48999E846D12 _5D15D554-DBB0-4960-B022-D1BF98DF3A89
PowerElectronicsConnection BatteryUnit trip_load_633_b_9 trip_load_633_b_9_Battery tlx_633_b_h_9 s2 _DF7E9243-9D06-4A1A-AAFE-48999E846D12 _5D15D554-DBB0-4960-B022-D1BF98DF3A89
PowerElectronicsConnection BatteryUnit trip_load_633_c_1 trip_load_633_c_1_Battery tlx_633_c_h_1 SoC _42A4FBAF-B277-417D-B522-FED5640F2B83 _F555D08A-7D90-4749-8D64-97FC226F68F4
PowerElectronicsConnection BatteryUnit trip_load_633_c_1 trip_load_633_c_1_Battery tlx_633_c_h_1 s1 _42A4FBAF-B277-417D-B522-FED5640F2B83 _F555D08A-7D90-4749-8D64-97FC226F68F4
PowerElectronicsConnection BatteryUnit trip_load_633_c_1 trip_load_633_c_1_Battery tlx_633_c_h_1 s2 _42A4FBAF-B277-417D-B522-FED5640F2B83 _F555D08A-7D90-4749-8D64-97FC226F68F4
PowerElectronicsConnection BatteryUnit trip_load_633_c_10 trip_load_633_c_10_Battery tlx_633_c_h_10 SoC _C4F80A28-1926-459A-AEC2-90EDC9E32344 _3289E821-D26B-4EDC-98BF-2DFE64F6AD66
PowerElectronicsConnection BatteryUnit trip_load_633_c_10 trip_load_633_c_10_Battery tlx_633_c_h_10 s1 _C4F80A28-1926-459A-AEC2-90EDC9E32344 _3289E821-D26B-4EDC-98BF-2DFE64F6AD66
PowerElectronicsConnection BatteryUnit trip_load_633_c_10 trip_load_633_c_10_Battery tlx_633_c_h_10 s2 _C4F80A28-1926-459A-AEC2-90EDC9E32344 _3289E821-D26B-4EDC-98BF-2DFE64F6AD66
PowerElectronicsConnection BatteryUnit trip_load_633_c_11 trip_load_633_c_11_Battery tlx_633_c_h_11 SoC _A7CE609A-98C3-4D6B-AD2C-5F516048CFB2 _DEFFC02E-0992-4C30-B907-731950639910
PowerElectronicsConnection BatteryUnit trip_load_633_c_11 trip_load_633_c_11_Battery tlx_633_c_h_11 s1 _A7CE609A-98C3-4D6B-AD2C-5F516048CFB2 _DEFFC02E-0992-4C30-B907-731950639910
PowerElectronicsConnection BatteryUnit trip_load_633_c_11 trip_load_633_c_11_Battery tlx_633_c_h_11 s2 _A7CE609A-98C3-4D6B-AD2C-5F516048CFB2 _DEFFC02E-0992-4C30-B907-731950639910
PowerElectronicsConnection BatteryUnit trip_load_633_c_12 trip_load_633_c_12_Battery tlx_633_c_h_12 SoC _A0E1C06C-76D6-4E21-B928-E98B7DDAB158 _ABF9B6CE-A75C-4D88-8259-19916EDA89B1
PowerElectronicsConnection BatteryUnit trip_load_633_c_12 trip_load_633_c_12_Battery tlx_633_c_h_12 s1 _A0E1C06C-76D6-4E21-B928-E98B7DDAB158 _ABF9B6CE-A75C-4D88-8259-19916EDA89B1
PowerElectronicsConnection BatteryUnit trip_load_633_c_12 trip_load_633_c_12_Battery tlx_633_c_h_12 s2 _A0E1C06C-76D6-4E21-B928-E98B7DDAB158 _ABF9B6CE-A75C-4D88-8259-19916EDA89B1
PowerElectronicsConnection BatteryUnit trip_load_633_c_13 trip_load_633_c_13_Battery tlx_633_c_h_13 SoC _FE7AD6A0-A814-4DEE-9FCF-BA333BAE4BDB _CCCAFFC8-7E42-41CC-9596-501BBDC5A443
PowerElectronicsConnection BatteryUnit trip_load_633_c_13 trip_load_633_c_13_Battery tlx_633_c_h_13 s1 _FE7AD6A0-A814-4DEE-9FCF-BA333BAE4BDB _CCCAFFC8-7E42-41CC-9596-501BBDC5A443
PowerElectronicsConnection BatteryUnit trip_load_633_c_13 trip_load_633_c_13_Battery tlx_633_c_h_13 s2 _FE7AD6A0-A814-4DEE-9FCF-BA333BAE4BDB _CCCAFFC8-7E42-41CC-9596-501BBDC5A443
PowerElectronicsConnection BatteryUnit trip_load_633_c_14 trip_load_633_c_14_Battery tlx_633_c_h_14 SoC _894B9588-84BC-447E-825A-E172C2598D7B _2F63BAB3-E855-40AE-84AF-0AFD73B25736
PowerElectronicsConnection BatteryUnit trip_load_633_c_14 trip_load_633_c_14_Battery tlx_633_c_h_14 s1 _894B9588-84BC-447E-825A-E172C2598D7B _2F63BAB3-E855-40AE-84AF-0AFD73B25736
PowerElectronicsConnection BatteryUnit trip_load_633_c_14 trip_load_633_c_14_Battery tlx_633_c_h_14 s2 _894B9588-84BC-447E-825A-E172C2598D7B _2F63BAB3-E855-40AE-84AF-0AFD73B25736
PowerElectronicsConnection BatteryUnit trip_load_633_c_15 trip_load_633_c_15_Battery tlx_633_c_h_15 SoC _4C16F491-2427-4DBA-9912-595A22AB532D _0E820310-4058-4471-911C-636CA46FAFAD
PowerElectronicsConnection BatteryUnit trip_load_633_c_15 trip_load_633_c_15_Battery tlx_633_c_h_15 s1 _4C16F491-2427-4DBA-9912-595A22AB532D _0E820310-4058-4471-911C-636CA46FAFAD
PowerElectronicsConnection BatteryUnit trip_load_633_c_15 trip_load_633_c_15_Battery tlx_633_c_h_15 s2 _4C16F491-2427-4DBA-9912-595A22AB532D _0E820310-4058-4471-911C-636CA46FAFAD
PowerElectronicsConnection BatteryUnit trip_load_633_c_16 trip_load_633_c_16_Battery tlx_633_c_h_16 SoC _DB69C11F-CDF2-4F86-A1F4-F99DEB27E523 _0CEEB892-E171-4EB5-9A9C-6DB387BFE83A
PowerElectronicsConnection BatteryUnit trip_load_633_c_16 trip_load_633_c_16_Battery tlx_633_c_h_16 s1 _DB69C11F-CDF2-4F86-A1F4-F99DEB27E523 _0CEEB892-E171-4EB5-9A9C-6DB387BFE83A
PowerElectronicsConnection BatteryUnit trip_load_633_c_16 trip_load_633_c_16_Battery tlx_633_c_h_16 s2 _DB69C11F-CDF2-4F86-A1F4-F99DEB27E523 _0CEEB892-E171-4EB5-9A9C-6DB387BFE83A
PowerElectronicsConnection BatteryUnit trip_load_633_c_17 trip_load_633_c_17_Battery tlx_633_c_h_17 SoC _37570D5E-4EF1-49CC-9A9B-1915170B5051 _FAF565EB-638D-41FC-94DA-2E5F2270D7FB
PowerElectronicsConnection BatteryUnit trip_load_633_c_17 trip_load_633_c_17_Battery tlx_633_c_h_17 s1 _37570D5E-4EF1-49CC-9A9B-1915170B5051 _FAF565EB-638D-41FC-94DA-2E5F2270D7FB
PowerElectronicsConnection BatteryUnit trip_load_633_c_17 trip_load_633_c_17_Battery tlx_633_c_h_17 s2 _37570D5E-4EF1-49CC-9A9B-1915170B5051 _FAF565EB-638D-41FC-94DA-2E5F2270D7FB
PowerElectronicsConnection BatteryUnit trip_load_633_c_18 trip_load_633_c_18_Battery tlx_633_c_h_18 SoC _7EB1B246-A899-44DB-92A8-9F18019934C5 _17AF5CC9-DBE4-48DD-ACC1-98CA5D36EE11
PowerElectronicsConnection BatteryUnit trip_load_633_c_18 trip_load_633_c_18_Battery tlx_633_c_h_18 s1 _7EB1B246-A899-44DB-92A8-9F18019934C5 _17AF5CC9-DBE4-48DD-ACC1-98CA5D36EE11
PowerElectronicsConnection BatteryUnit trip_load_633_c_18 trip_load_633_c_18_Battery tlx_633_c_h_18 s2 _7EB1B246-A899-44DB-92A8-9F18019934C5 _17AF5CC9-DBE4-48DD-ACC1-98CA5D36EE11
PowerElectronicsConnection BatteryUnit trip_load_633_c_19 trip_load_633_c_19_Battery tlx_633_c_h_19 SoC _BCDE273F-36E0-46F9-B87C-56455A9D66CA _918FF5D7-2AB8-4DCE-B86D-127099869294
PowerElectronicsConnection BatteryUnit trip_load_633_c_19 trip_load_633_c_19_Battery tlx_633_c_h_19 s1 _BCDE273F-36E0-46F9-B87C-56455A9D66CA _918FF5D7-2AB8-4DCE-B86D-127099869294
