Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TRIP_LINE_645_B_H_28, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_29, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_30, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_31, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_32, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_645_B_XFMR_645_B_5, 0.00555953,   178.92,          0,     0.00,          0,     0.00,          0,     0.00, 0.00555953,   178.92,  0.0055805,    -1.08,          0,     0.00,          0,     0.00,          0,     0.00,  0.0055805,    -1.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_33, 1.43144E-6,    -1.08,  1.4442E-6,   178.92,          0,     0.00,          0,     0.00,  1.2757E-8,   178.92, 3.74994E-12,   165.96, 7.49989E-12,    14.04,          0,     0.00,          0,     0.00, 4.54747E-12,    36.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_34, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_35, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_36, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_37, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_38, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_39, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_40, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_645_C_XFMR_645_C_1,   0.005578,    58.82,          0,     0.00,          0,     0.00,          0,     0.00,   0.005578,    58.82, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_1,  1.4362E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00, 1.28009E-8,    58.81, 1.33745E-11,    72.18, 4.54747E-12,   180.00,          0,     0.00,          0,     0.00, 1.2741E-11,    92.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_2, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28018E-8,    58.80, 3.88536E-12,   110.56, 1.09518E-11,    94.76,          0,     0.00,          0,     0.00, 1.47285E-11,    98.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_3, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28018E-8,    58.80, 3.88536E-12,   110.56, 1.09518E-11,    94.76,          0,     0.00,          0,     0.00, 1.47285E-11,    98.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_4, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28018E-8,    58.80, 3.88536E-12,   110.56, 1.09518E-11,    94.76,          0,     0.00,          0,     0.00, 1.47285E-11,    98.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_5, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28018E-8,    58.80, 3.88536E-12,   110.56, 1.09518E-11,    94.76,          0,     0.00,          0,     0.00, 1.47285E-11,    98.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_6, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28018E-8,    58.80, 3.88536E-12,   110.56, 1.09518E-11,    94.76,          0,     0.00,          0,     0.00, 1.47285E-11,    98.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_7, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28018E-8,    58.80, 3.88536E-12,   110.56, 1.09518E-11,    94.76,          0,     0.00,          0,     0.00, 1.47285E-11,    98.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_8, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28018E-8,    58.80, 3.88536E-12,   110.56, 1.09518E-11,    94.76,          0,     0.00,          0,     0.00, 1.47285E-11,    98.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_645_C_XFMR_645_C_2,   0.005578,    58.82,          0,     0.00,          0,     0.00,          0,     0.00,   0.005578,    58.82, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_9, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28028E-8,    58.82, 1.87497E-12,    75.96, 2.27374E-12,   180.00,          0,     0.00,          0,     0.00, 2.57244E-12,   135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_10, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28076E-8,    58.82, 6.31755E-12,  -120.26, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 6.82121E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_11, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28076E-8,    58.82, 6.31755E-12,  -120.26, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 6.82121E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_12, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28076E-8,    58.82, 6.31755E-12,  -120.26, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 6.82121E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_13, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28076E-8,    58.82, 6.31755E-12,  -120.26, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 6.82121E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_14, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28076E-8,    58.82, 6.31755E-12,  -120.26, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 6.82121E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_15, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28076E-8,    58.82, 6.31755E-12,  -120.26, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 6.82121E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_16, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28076E-8,    58.82, 6.31755E-12,  -120.26, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 6.82121E-12,  -126.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_645_C_XFMR_645_C_3,   0.005578,    58.82,          0,     0.00,          0,     0.00,          0,     0.00,   0.005578,    58.82, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_17, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.84, 9.09495E-12,   -53.13, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 8.13477E-12,   -63.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_18, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_19, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_20, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_21, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_22, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_23, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_24, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_645_C_XFMR_645_C_4,   0.005578,    58.82,          0,     0.00,          0,     0.00,          0,     0.00,   0.005578,    58.82, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_25, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.84, 9.09495E-12,   -53.13, 1.81899E-12,   180.00,          0,     0.00,          0,     0.00, 8.13477E-12,   -63.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_26, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_27, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_28, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_29, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_C_H_30, 1.43618E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00,  1.2805E-8,    58.81, 1.09518E-11,   -85.24, 4.83403E-12,   131.19,          0,     0.00,          0,     0.00, 7.62295E-12,  -107.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
